Episode no = 340; won: False; Q(s,a) = 21.053502122196782; reward = -477.0; and epsilon = 0.9546666666666667, win percentage = 0.0, 2022-04-28 08:54:05
Episode no = 350; won: False; Q(s,a) = nan; reward = -450.0; and epsilon = 0.9533333333333334, win percentage = 0.0, 2022-04-28 08:54:09
Episode no = 360; won: False; Q(s,a) = 28.217681845773598; reward = -477.0; and epsilon = 0.952, win percentage = 0.0, 2022-04-28 08:54:12
Episode no = 370; won: False; Q(s,a) = 10.811569313113344; reward = -399.0; and epsilon = 0.9506666666666667, win percentage = 0.0, 2022-04-28 08:54:14
Episode no = 380; won: False; Q(s,a) = 20.42507566778467; reward = -482.0; and epsilon = 0.9493333333333334, win percentage = 0.0, 2022-04-28 08:54:16
Episode no = 390; won: False; Q(s,a) = 27.567356604621384; reward = -413.0; and epsilon = 0.948, win percentage = 0.0, 2022-04-28 08:54:19
Episode no = 400; won: False; Q(s,a) = 24.695350191647936; reward = -491.0; and epsilon = 0.9466666666666667, win percentage = 0.0, 2022-04-28 08:54:23
Episode no = 410; won: False; Q(s,a) = nan; reward = -470.0; and epsilon = 0.9453333333333334, win percentage = 0.0, 2022-04-28 08:54:26
Episode no = 420; won: False; Q(s,a) = 32.74863806117203; reward = -449.0; and epsilon = 0.944, win percentage = 0.0, 2022-04-28 08:54:29
Episode no = 430; won: False; Q(s,a) = 15.292947698469007; reward = -470.0; and epsilon = 0.9426666666666667, win percentage = 0.0, 2022-04-28 08:54:31
Episode no = 440; won: False; Q(s,a) = nan; reward = -485.0; and epsilon = 0.9413333333333334, win percentage = 0.0, 2022-04-28 08:54:33
Episode no = 450; won: False; Q(s,a) = 13.869632951656934; reward = -440.0; and epsilon = 0.94, win percentage = 0.0, 2022-04-28 08:54:35
Episode no = 460; won: False; Q(s,a) = 33.164095701588266; reward = -446.0; and epsilon = 0.9386666666666666, win percentage = 0.0, 2022-04-28 08:54:41
Episode no = 470; won: False; Q(s,a) = nan; reward = -500.0; and epsilon = 0.9373333333333334, win percentage = 0.0, 2022-04-28 08:54:45
Episode no = 480; won: False; Q(s,a) = nan; reward = -466.0; and epsilon = 0.9359999999999999, win percentage = 0.0, 2022-04-28 08:54:48
Episode no = 490; won: False; Q(s,a) = 18.078011062060643; reward = -483.0; and epsilon = 0.9346666666666666, win percentage = 0.0, 2022-04-28 08:54:52
Episode no = 500; won: False; Q(s,a) = 28.557657651157903; reward = -459.0; and epsilon = 0.9333333333333333, win percentage = 0.0, 2022-04-28 08:54:54
Episode no = 510; won: False; Q(s,a) = 19.81503553536001; reward = -489.0; and epsilon = 0.9319999999999999, win percentage = 0.0, 2022-04-28 08:54:57
Episode no = 520; won: False; Q(s,a) = 40.86094729396414; reward = -391.0; and epsilon = 0.9306666666666666, win percentage = 0.0, 2022-04-28 08:54:59
Episode no = 530; won: False; Q(s,a) = 37.90971726090031; reward = -371.0; and epsilon = 0.9293333333333333, win percentage = 0.0, 2022-04-28 08:55:04
Episode no = 540; won: False; Q(s,a) = 24.36884100968062; reward = -382.0; and epsilon = 0.928, win percentage = 0.0, 2022-04-28 08:55:06
Episode no = 550; won: False; Q(s,a) = 34.52023313695624; reward = -478.0; and epsilon = 0.9266666666666666, win percentage = 0.0, 2022-04-28 08:55:09
Episode no = 560; won: False; Q(s,a) = 26.78608449575119; reward = -391.0; and epsilon = 0.9253333333333333, win percentage = 0.0, 2022-04-28 08:55:14
Episode no = 570; won: False; Q(s,a) = 27.935483176470065; reward = -434.0; and epsilon = 0.924, win percentage = 0.0, 2022-04-28 08:55:17
Episode no = 580; won: False; Q(s,a) = 37.610325965424025; reward = -458.0; and epsilon = 0.9226666666666666, win percentage = 0.0, 2022-04-28 08:55:19
Episode no = 590; won: False; Q(s,a) = 25.378456943330356; reward = -367.0; and epsilon = 0.9213333333333333, win percentage = 0.0, 2022-04-28 08:55:22
Episode no = 600; won: False; Q(s,a) = 29.405787308207948; reward = -440.0; and epsilon = 0.92, win percentage = 0.0, 2022-04-28 08:55:24
Episode no = 610; won: False; Q(s,a) = 31.90178823301822; reward = -368.0; and epsilon = 0.9186666666666666, win percentage = 0.0, 2022-04-28 08:55:29
Episode no = 620; won: False; Q(s,a) = 35.36300457652998; reward = -415.0; and epsilon = 0.9173333333333333, win percentage = 0.0, 2022-04-28 08:55:31
Episode no = 630; won: False; Q(s,a) = 48.13673979219325; reward = -423.0; and epsilon = 0.916, win percentage = 0.0, 2022-04-28 08:55:36
Episode no = 640; won: False; Q(s,a) = 42.6425240977846; reward = -358.0; and epsilon = 0.9146666666666666, win percentage = 0.0, 2022-04-28 08:55:40
Episode no = 650; won: False; Q(s,a) = 42.556886026678804; reward = -447.0; and epsilon = 0.9133333333333333, win percentage = 0.0, 2022-04-28 08:55:44
Episode no = 660; won: False; Q(s,a) = 47.116480512614835; reward = -341.0; and epsilon = 0.912, win percentage = 0.0, 2022-04-28 08:55:48
Episode no = 670; won: False; Q(s,a) = 41.691945358743546; reward = -409.0; and epsilon = 0.9106666666666666, win percentage = 0.0, 2022-04-28 08:55:51
Episode no = 680; won: False; Q(s,a) = 47.806604306044484; reward = -423.0; and epsilon = 0.9093333333333333, win percentage = 0.0, 2022-04-28 08:55:54
Episode no = 690; won: False; Q(s,a) = 33.92786451984391; reward = -431.0; and epsilon = 0.908, win percentage = 0.0, 2022-04-28 08:55:57
Episode no = 700; won: False; Q(s,a) = 47.228078091043514; reward = -461.0; and epsilon = 0.9066666666666666, win percentage = 0.0, 2022-04-28 08:55:59
Episode no = 710; won: False; Q(s,a) = nan; reward = -470.0; and epsilon = 0.9053333333333333, win percentage = 0.0, 2022-04-28 08:56:03
Episode no = 720; won: False; Q(s,a) = 24.953200637678624; reward = -452.0; and epsilon = 0.904, win percentage = 0.0, 2022-04-28 08:56:06
Episode no = 730; won: False; Q(s,a) = 44.58950354744468; reward = -441.0; and epsilon = 0.9026666666666667, win percentage = 0.0, 2022-04-28 08:56:10
Episode no = 740; won: False; Q(s,a) = 39.47633489508088; reward = -474.0; and epsilon = 0.9013333333333333, win percentage = 0.0, 2022-04-28 08:56:12
Episode no = 750; won: False; Q(s,a) = 41.37066401012533; reward = -413.0; and epsilon = 0.9, win percentage = 0.0, 2022-04-28 08:56:17
Episode no = 760; won: False; Q(s,a) = 50.55636320040469; reward = -264.0; and epsilon = 0.8986666666666667, win percentage = 0.0, 2022-04-28 08:56:20
Episode no = 770; won: False; Q(s,a) = 30.205715448505046; reward = -415.0; and epsilon = 0.8973333333333333, win percentage = 0.0, 2022-04-28 08:56:23
Episode no = 780; won: False; Q(s,a) = 53.49256323608402; reward = -439.0; and epsilon = 0.896, win percentage = 0.0, 2022-04-28 08:56:27
Episode no = 790; won: False; Q(s,a) = 47.692504678227756; reward = -439.0; and epsilon = 0.8946666666666667, win percentage = 0.0, 2022-04-28 08:56:29
Episode no = 800; won: False; Q(s,a) = 52.68434904682603; reward = -421.0; and epsilon = 0.8933333333333333, win percentage = 0.0, 2022-04-28 08:56:34
Episode no = 810; won: False; Q(s,a) = 50.31891044325545; reward = -455.0; and epsilon = 0.892, win percentage = 0.0, 2022-04-28 08:56:39
Episode no = 820; won: False; Q(s,a) = 56.25109081077262; reward = -485.0; and epsilon = 0.8906666666666667, win percentage = 0.0, 2022-04-28 08:56:41
Episode no = 830; won: False; Q(s,a) = 50.16095718704351; reward = -323.0; and epsilon = 0.8893333333333333, win percentage = 0.0, 2022-04-28 08:56:45
Episode no = 840; won: False; Q(s,a) = 57.75802948006047; reward = -490.0; and epsilon = 0.888, win percentage = 0.0, 2022-04-28 08:56:48
Episode no = 850; won: False; Q(s,a) = 56.472073133368674; reward = -401.0; and epsilon = 0.8866666666666667, win percentage = 0.0, 2022-04-28 08:56:51
Episode no = 860; won: False; Q(s,a) = 41.4588982580291; reward = -424.0; and epsilon = 0.8853333333333333, win percentage = 0.0, 2022-04-28 08:56:56
Episode no = 870; won: False; Q(s,a) = 46.36014172476082; reward = -490.0; and epsilon = 0.884, win percentage = 0.0, 2022-04-28 08:57:01
Episode no = 880; won: False; Q(s,a) = 53.513756353702696; reward = -442.0; and epsilon = 0.8826666666666667, win percentage = 0.0, 2022-04-28 08:57:06
Episode no = 890; won: False; Q(s,a) = nan; reward = -500.0; and epsilon = 0.8813333333333333, win percentage = 0.0, 2022-04-28 08:57:08
Episode no = 900; won: False; Q(s,a) = 47.685814243698125; reward = -408.0; and epsilon = 0.88, win percentage = 0.0, 2022-04-28 08:57:15
Episode no = 910; won: False; Q(s,a) = nan; reward = -443.0; and epsilon = 0.8786666666666667, win percentage = 0.0, 2022-04-28 08:57:20
Episode no = 920; won: False; Q(s,a) = 57.03090899797896; reward = -497.0; and epsilon = 0.8773333333333333, win percentage = 0.0, 2022-04-28 08:57:22
Episode no = 930; won: False; Q(s,a) = 57.16829347154578; reward = -461.0; and epsilon = 0.876, win percentage = 0.0, 2022-04-28 08:57:25
Episode no = 940; won: False; Q(s,a) = 44.26102456230813; reward = -443.0; and epsilon = 0.8746666666666667, win percentage = 0.0, 2022-04-28 08:57:28
Episode no = 950; won: False; Q(s,a) = 47.00338585895444; reward = -350.0; and epsilon = 0.8733333333333333, win percentage = 0.0, 2022-04-28 08:57:32
Episode no = 960; won: False; Q(s,a) = 53.43430680532757; reward = -418.0; and epsilon = 0.872, win percentage = 0.0, 2022-04-28 08:57:35
Episode no = 970; won: False; Q(s,a) = 33.352995256436294; reward = -372.0; and epsilon = 0.8706666666666667, win percentage = 0.0, 2022-04-28 08:57:39
Episode no = 980; won: False; Q(s,a) = 62.04525922263533; reward = -468.0; and epsilon = 0.8693333333333333, win percentage = 0.0, 2022-04-28 08:57:41
Episode no = 990; won: False; Q(s,a) = 54.40953460994113; reward = -491.0; and epsilon = 0.868, win percentage = 0.0, 2022-04-28 08:57:44
Episode no = 1000; won: False; Q(s,a) = 62.544154028866274; reward = -435.0; and epsilon = 0.8666666666666667, win percentage = 0.0, 2022-04-28 08:57:46
Episode no = 1010; won: False; Q(s,a) = 61.7592450166365; reward = -437.0; and epsilon = 0.8653333333333333, win percentage = 0.0, 2022-04-28 08:57:51
Episode no = 1020; won: False; Q(s,a) = 62.610753963540276; reward = -433.0; and epsilon = 0.864, win percentage = 0.0, 2022-04-28 08:57:54
Episode no = 1030; won: False; Q(s,a) = 57.77825651943502; reward = -427.0; and epsilon = 0.8626666666666667, win percentage = 0.0, 2022-04-28 08:57:57
Episode no = 1040; won: False; Q(s,a) = 51.61957691097002; reward = -465.0; and epsilon = 0.8613333333333333, win percentage = 0.0, 2022-04-28 08:57:59
Episode no = 1050; won: False; Q(s,a) = 63.337652451647664; reward = -269.0; and epsilon = 0.86, win percentage = 0.0, 2022-04-28 08:58:03
Episode no = 1060; won: False; Q(s,a) = 61.52351028110147; reward = -306.0; and epsilon = 0.8586666666666667, win percentage = 0.0, 2022-04-28 08:58:07
Episode no = 1070; won: False; Q(s,a) = 60.546660693960995; reward = -352.0; and epsilon = 0.8573333333333333, win percentage = 0.0, 2022-04-28 08:58:11
Episode no = 1080; won: False; Q(s,a) = 65.17831359160782; reward = -432.0; and epsilon = 0.856, win percentage = 0.0, 2022-04-28 08:58:14
Episode no = 1090; won: False; Q(s,a) = 62.631423891805404; reward = -414.0; and epsilon = 0.8546666666666667, win percentage = 0.0, 2022-04-28 08:58:17
Episode no = 1100; won: False; Q(s,a) = 45.783928027370116; reward = -479.0; and epsilon = 0.8533333333333333, win percentage = 0.0, 2022-04-28 08:58:20
Episode no = 1110; won: False; Q(s,a) = 71.8779462521064; reward = -439.0; and epsilon = 0.852, win percentage = 0.0, 2022-04-28 08:58:23
Episode no = 1120; won: False; Q(s,a) = 62.20699144200047; reward = -430.0; and epsilon = 0.8506666666666667, win percentage = 0.0, 2022-04-28 08:58:26
Episode no = 1130; won: False; Q(s,a) = 63.91144205682428; reward = -442.0; and epsilon = 0.8493333333333333, win percentage = 0.0, 2022-04-28 08:58:29
Episode no = 1140; won: False; Q(s,a) = 50.52779864007064; reward = -500.0; and epsilon = 0.848, win percentage = 0.0, 2022-04-28 08:58:34
Episode no = 1150; won: False; Q(s,a) = 62.64736417311852; reward = -249.0; and epsilon = 0.8466666666666667, win percentage = 0.0, 2022-04-28 08:58:38
Episode no = 1160; won: False; Q(s,a) = 62.70419830197455; reward = -358.0; and epsilon = 0.8453333333333333, win percentage = 0.0, 2022-04-28 08:58:44
Episode no = 1170; won: False; Q(s,a) = 63.74794196358831; reward = -437.0; and epsilon = 0.844, win percentage = 0.0, 2022-04-28 08:58:47
Episode no = 1180; won: False; Q(s,a) = nan; reward = -476.0; and epsilon = 0.8426666666666667, win percentage = 0.0, 2022-04-28 08:58:50
Episode no = 1190; won: False; Q(s,a) = nan; reward = -505.0; and epsilon = 0.8413333333333333, win percentage = 0.0, 2022-04-28 08:58:53
Episode no = 1200; won: False; Q(s,a) = 61.23669192434815; reward = -282.0; and epsilon = 0.84, win percentage = 0.0, 2022-04-28 08:58:57
Episode no = 1210; won: False; Q(s,a) = 68.28355609229398; reward = -372.0; and epsilon = 0.8386666666666667, win percentage = 0.0, 2022-04-28 08:59:02
Episode no = 1220; won: False; Q(s,a) = 74.70819724556105; reward = -482.0; and epsilon = 0.8373333333333334, win percentage = 0.0, 2022-04-28 08:59:05
Episode no = 1230; won: False; Q(s,a) = 61.337493040916335; reward = -455.0; and epsilon = 0.836, win percentage = 0.0, 2022-04-28 08:59:07
Episode no = 1240; won: False; Q(s,a) = 75.10495810434207; reward = -473.0; and epsilon = 0.8346666666666667, win percentage = 0.0, 2022-04-28 08:59:12
Episode no = 1250; won: False; Q(s,a) = 70.69026744373005; reward = -400.0; and epsilon = 0.8333333333333334, win percentage = 0.0, 2022-04-28 08:59:16
Episode no = 1260; won: False; Q(s,a) = 72.91134349352293; reward = -399.0; and epsilon = 0.832, win percentage = 0.0, 2022-04-28 08:59:20
Episode no = 1270; won: False; Q(s,a) = 72.89593007503248; reward = -386.0; and epsilon = 0.8306666666666667, win percentage = 0.0, 2022-04-28 08:59:24
Episode no = 1280; won: False; Q(s,a) = 70.78932287345125; reward = -358.0; and epsilon = 0.8293333333333334, win percentage = 0.0, 2022-04-28 08:59:28
Episode no = 1290; won: False; Q(s,a) = 74.2769443529829; reward = -435.0; and epsilon = 0.8280000000000001, win percentage = 0.0, 2022-04-28 08:59:31
Episode no = 1300; won: False; Q(s,a) = 52.75417727680715; reward = -363.0; and epsilon = 0.8266666666666667, win percentage = 0.0, 2022-04-28 08:59:35
Episode no = 1310; won: False; Q(s,a) = 74.34784916763893; reward = -408.0; and epsilon = 0.8253333333333334, win percentage = 0.0, 2022-04-28 08:59:39
Episode no = 1320; won: False; Q(s,a) = 69.35985681869806; reward = -436.0; and epsilon = 0.8240000000000001, win percentage = 0.0, 2022-04-28 08:59:43
Episode no = 1330; won: False; Q(s,a) = 72.99096894321282; reward = -345.0; and epsilon = 0.8226666666666667, win percentage = 0.0, 2022-04-28 08:59:47
Episode no = 1340; won: False; Q(s,a) = 71.97577960290707; reward = -435.0; and epsilon = 0.8213333333333334, win percentage = 0.0, 2022-04-28 08:59:50
Episode no = 1350; won: False; Q(s,a) = 72.11932937341125; reward = -449.0; and epsilon = 0.8200000000000001, win percentage = 0.0, 2022-04-28 08:59:53
Episode no = 1360; won: False; Q(s,a) = 63.93198486972159; reward = -456.0; and epsilon = 0.8186666666666667, win percentage = 0.0, 2022-04-28 08:59:54
Episode no = 1370; won: False; Q(s,a) = 74.21759162090213; reward = -443.0; and epsilon = 0.8173333333333334, win percentage = 0.0, 2022-04-28 08:59:59
Episode no = 1380; won: False; Q(s,a) = 118.84197103828372; reward = -481.0; and epsilon = 0.8160000000000001, win percentage = 0.0, 2022-04-28 09:00:02
Episode no = 1390; won: False; Q(s,a) = 69.68387729199691; reward = -482.0; and epsilon = 0.8146666666666667, win percentage = 0.0, 2022-04-28 09:00:05
Episode no = 1400; won: False; Q(s,a) = 72.31579139227661; reward = -478.0; and epsilon = 0.8133333333333334, win percentage = 0.0, 2022-04-28 09:00:08
Episode no = 1410; won: False; Q(s,a) = 74.48611283683275; reward = -454.0; and epsilon = 0.812, win percentage = 0.0, 2022-04-28 09:00:10
Episode no = 1420; won: False; Q(s,a) = 80.74845102070665; reward = -327.0; and epsilon = 0.8106666666666666, win percentage = 0.0, 2022-04-28 09:00:15
Episode no = 1430; won: False; Q(s,a) = 58.56477211798798; reward = -490.0; and epsilon = 0.8093333333333333, win percentage = 0.0, 2022-04-28 09:00:19
Episode no = 1440; won: False; Q(s,a) = 80.56226570571651; reward = -355.0; and epsilon = 0.808, win percentage = 0.0, 2022-04-28 09:00:22
Episode no = 1450; won: False; Q(s,a) = 75.70120586287491; reward = -338.0; and epsilon = 0.8066666666666666, win percentage = 0.0, 2022-04-28 09:00:27
Episode no = 1460; won: False; Q(s,a) = 77.89719823828378; reward = -472.0; and epsilon = 0.8053333333333333, win percentage = 0.0, 2022-04-28 09:00:31
Episode no = 1470; won: False; Q(s,a) = 77.35848648348258; reward = -454.0; and epsilon = 0.804, win percentage = 0.0, 2022-04-28 09:00:37
Episode no = 1480; won: False; Q(s,a) = 80.6852438681502; reward = -341.0; and epsilon = 0.8026666666666666, win percentage = 0.0, 2022-04-28 09:00:39
Episode no = 1490; won: False; Q(s,a) = 78.22664462646384; reward = -463.0; and epsilon = 0.8013333333333333, win percentage = 0.0, 2022-04-28 09:00:45
Episode no = 1500; won: False; Q(s,a) = 71.7965809556214; reward = -477.0; and epsilon = 0.8, win percentage = 0.0, 2022-04-28 09:00:48
Episode no = 1510; won: False; Q(s,a) = 89.04108298841581; reward = -358.0; and epsilon = 0.7986666666666666, win percentage = 0.0, 2022-04-28 09:00:52
Episode no = 1520; won: False; Q(s,a) = 77.59269469932504; reward = -448.0; and epsilon = 0.7973333333333333, win percentage = 0.0, 2022-04-28 09:00:56
Episode no = 1530; won: False; Q(s,a) = 86.51936706760209; reward = -446.0; and epsilon = 0.796, win percentage = 0.0, 2022-04-28 09:00:59
Episode no = 1540; won: False; Q(s,a) = 88.99892064058815; reward = -174.0; and epsilon = 0.7946666666666666, win percentage = 0.0, 2022-04-28 09:01:03
Episode no = 1550; won: False; Q(s,a) = 83.54115296085888; reward = -356.0; and epsilon = 0.7933333333333333, win percentage = 0.0, 2022-04-28 09:01:08
Episode no = 1560; won: False; Q(s,a) = 69.1310970452744; reward = -464.0; and epsilon = 0.792, win percentage = 0.0, 2022-04-28 09:01:11
Episode no = 1570; won: False; Q(s,a) = 80.7928192406886; reward = -310.0; and epsilon = 0.7906666666666666, win percentage = 0.0, 2022-04-28 09:01:15
Episode no = 1580; won: False; Q(s,a) = 73.27339905574152; reward = -278.0; and epsilon = 0.7893333333333333, win percentage = 0.0, 2022-04-28 09:01:21
Episode no = 1590; won: False; Q(s,a) = 83.74274156583654; reward = -438.0; and epsilon = 0.788, win percentage = 0.0, 2022-04-28 09:01:24
Episode no = 1600; won: False; Q(s,a) = 77.98294385848044; reward = -490.0; and epsilon = 0.7866666666666666, win percentage = 0.0, 2022-04-28 09:01:28
Episode no = 1610; won: False; Q(s,a) = 92.29863549385229; reward = -378.0; and epsilon = 0.7853333333333333, win percentage = 0.0, 2022-04-28 09:01:31
Episode no = 1620; won: False; Q(s,a) = 84.67530563231395; reward = -389.0; and epsilon = 0.784, win percentage = 0.0, 2022-04-28 09:01:36
Episode no = 1630; won: False; Q(s,a) = 84.58726410091053; reward = -446.0; and epsilon = 0.7826666666666666, win percentage = 0.0, 2022-04-28 09:01:38
Episode no = 1640; won: False; Q(s,a) = 98.28309408874372; reward = -452.0; and epsilon = 0.7813333333333333, win percentage = 0.0, 2022-04-28 09:01:40
Episode no = 1650; won: False; Q(s,a) = 80.08113725835202; reward = -425.0; and epsilon = 0.78, win percentage = 0.0, 2022-04-28 09:01:43
Episode no = 1660; won: False; Q(s,a) = 84.6656351112359; reward = -452.0; and epsilon = 0.7786666666666666, win percentage = 0.0, 2022-04-28 09:01:47
Episode no = 1670; won: False; Q(s,a) = 97.6976393164852; reward = -482.0; and epsilon = 0.7773333333333333, win percentage = 0.0, 2022-04-28 09:01:53
Episode no = 1680; won: False; Q(s,a) = 84.76819343888486; reward = -315.0; and epsilon = 0.776, win percentage = 0.0, 2022-04-28 09:01:56
Episode no = 1690; won: False; Q(s,a) = 87.08959024567717; reward = -376.0; and epsilon = 0.7746666666666666, win percentage = 0.0, 2022-04-28 09:02:02
Episode no = 1700; won: False; Q(s,a) = 88.41514891848284; reward = -403.0; and epsilon = 0.7733333333333333, win percentage = 0.0, 2022-04-28 09:02:07
Episode no = 1710; won: False; Q(s,a) = 94.6654835326491; reward = -297.0; and epsilon = 0.772, win percentage = 0.0, 2022-04-28 09:02:10
Episode no = 1720; won: False; Q(s,a) = 104.06164769914307; reward = -351.0; and epsilon = 0.7706666666666666, win percentage = 0.0, 2022-04-28 09:02:15
Episode no = 1730; won: False; Q(s,a) = 99.51457403857577; reward = -461.0; and epsilon = 0.7693333333333333, win percentage = 0.0, 2022-04-28 09:02:18
Episode no = 1740; won: False; Q(s,a) = 95.64351108483856; reward = -445.0; and epsilon = 0.768, win percentage = 0.0, 2022-04-28 09:02:22
Episode no = 1750; won: False; Q(s,a) = 75.83797310170084; reward = -179.0; and epsilon = 0.7666666666666666, win percentage = 0.0, 2022-04-28 09:02:24
Episode no = 1760; won: False; Q(s,a) = 101.81656857063074; reward = -232.0; and epsilon = 0.7653333333333333, win percentage = 0.0, 2022-04-28 09:02:30
Episode no = 1770; won: False; Q(s,a) = 92.14974258369739; reward = -434.0; and epsilon = 0.764, win percentage = 0.0, 2022-04-28 09:02:35
Episode no = 1780; won: False; Q(s,a) = 99.18133884367145; reward = -403.0; and epsilon = 0.7626666666666666, win percentage = 0.0, 2022-04-28 09:02:38
Episode no = 1790; won: False; Q(s,a) = 92.00855916114607; reward = -442.0; and epsilon = 0.7613333333333333, win percentage = 0.0, 2022-04-28 09:02:42
Episode no = 1800; won: False; Q(s,a) = 95.01463984049201; reward = -445.0; and epsilon = 0.76, win percentage = 0.0, 2022-04-28 09:02:47
Episode no = 1810; won: False; Q(s,a) = 116.44022057412204; reward = -375.0; and epsilon = 0.7586666666666666, win percentage = 0.0, 2022-04-28 09:02:52
Episode no = 1820; won: False; Q(s,a) = 105.77644106128413; reward = -423.0; and epsilon = 0.7573333333333333, win percentage = 0.0, 2022-04-28 09:02:55
Episode no = 1830; won: False; Q(s,a) = 107.22256694201592; reward = -421.0; and epsilon = 0.756, win percentage = 0.0, 2022-04-28 09:02:58
Episode no = 1840; won: False; Q(s,a) = 143.1528351022793; reward = -482.0; and epsilon = 0.7546666666666667, win percentage = 0.0, 2022-04-28 09:02:59
Episode no = 1850; won: False; Q(s,a) = 96.8724900743423; reward = -454.0; and epsilon = 0.7533333333333333, win percentage = 0.0, 2022-04-28 09:03:02
Episode no = 1860; won: False; Q(s,a) = 101.8154836414765; reward = -179.0; and epsilon = 0.752, win percentage = 0.0, 2022-04-28 09:03:06
